row,desk,date,firstHalf,secondHalf,day_of_week,day_of_month,month,week_of_year
6610,CLUJ_5_beta_32.3,2024-03-07,0,0,3,7,3,10
6611,CLUJ_5_beta_32.4,2024-03-07,0,1,3,7,3,10
6612,CLUJ_5_beta_33.1,2024-03-07,0,0,3,7,3,10
6613,CLUJ_5_beta_33.2,2024-03-07,1,0,3,7,3,10
6614,CLUJ_5_beta_33.3,2024-03-07,1,0,3,7,3,10
6615,CLUJ_5_beta_33.4,2024-03-07,0,1,3,7,3,10
6616,CLUJ_5_beta_1.1,2024-03-08,1,0,4,8,3,10
6617,CLUJ_5_beta_1.2,2024-03-08,1,0,4,8,3,10
6618,CLUJ_5_beta_1.3,2024-03-08,1,1,4,8,3,10
6619,CLUJ_5_beta_1.4,2024-03-08,0,1,4,8,3,10
6620,CLUJ_5_beta_2.1,2024-03-08,0,1,4,8,3,10
6621,CLUJ_5_beta_2.2,2024-03-08,0,1,4,8,3,10
6622,CLUJ_5_beta_2.3,2024-03-08,1,1,4,8,3,10
6623,CLUJ_5_beta_2.4,2024-03-08,1,1,4,8,3,10
6624,CLUJ_5_beta_3.1,2024-03-08,1,1,4,8,3,10
6625,CLUJ_5_beta_3.2,2024-03-08,1,1,4,8,3,10
6626,CLUJ_5_beta_3.3,2024-03-08,1,0,4,8,3,10
6627,CLUJ_5_beta_3.4,2024-03-08,0,0,4,8,3,10
6628,CLUJ_5_beta_4.1,2024-03-08,1,0,4,8,3,10
6629,CLUJ_5_beta_4.2,2024-03-08,0,0,4,8,3,10
6630,CLUJ_5_beta_4.3,2024-03-08,1,1,4,8,3,10
6631,CLUJ_5_beta_4.4,2024-03-08,0,0,4,8,3,10
6632,CLUJ_5_beta_5.1,2024-03-08,1,0,4,8,3,10
6633,CLUJ_5_beta_5.2,2024-03-08,1,0,4,8,3,10
6634,CLUJ_5_beta_5.3,2024-03-08,0,0,4,8,3,10
6635,CLUJ_5_beta_5.4,2024-03-08,1,0,4,8,3,10
6636,CLUJ_5_beta_6.1,2024-03-08,1,0,4,8,3,10
6637,CLUJ_5_beta_6.2,2024-03-08,1,0,4,8,3,10
6638,CLUJ_5_beta_6.3,2024-03-08,1,0,4,8,3,10
6639,CLUJ_5_beta_6.4,2024-03-08,1,0,4,8,3,10
6640,CLUJ_5_beta_7.1,2024-03-08,1,0,4,8,3,10
6641,CLUJ_5_beta_7.2,2024-03-08,0,1,4,8,3,10
6642,CLUJ_5_beta_7.3,2024-03-08,0,1,4,8,3,10
6643,CLUJ_5_beta_7.4,2024-03-08,0,0,4,8,3,10
6644,CLUJ_5_beta_8.1,2024-03-08,1,1,4,8,3,10
6645,CLUJ_5_beta_8.2,2024-03-08,1,1,4,8,3,10
6646,CLUJ_5_beta_8.3,2024-03-08,0,0,4,8,3,10
6647,CLUJ_5_beta_8.4,2024-03-08,0,0,4,8,3,10
6648,CLUJ_5_beta_9.1,2024-03-08,1,0,4,8,3,10
6649,CLUJ_5_beta_9.2,2024-03-08,1,0,4,8,3,10
6650,CLUJ_5_beta_9.3,2024-03-08,1,1,4,8,3,10
6651,CLUJ_5_beta_9.4,2024-03-08,1,1,4,8,3,10
6652,CLUJ_5_beta_10.1,2024-03-08,0,0,4,8,3,10
6653,CLUJ_5_beta_10.2,2024-03-08,1,1,4,8,3,10
6654,CLUJ_5_beta_10.3,2024-03-08,1,1,4,8,3,10
6655,CLUJ_5_beta_10.4,2024-03-08,1,1,4,8,3,10
6656,CLUJ_5_beta_11.1,2024-03-08,1,1,4,8,3,10
6657,CLUJ_5_beta_11.2,2024-03-08,0,0,4,8,3,10
6658,CLUJ_5_beta_11.3,2024-03-08,0,1,4,8,3,10
6659,CLUJ_5_beta_11.4,2024-03-08,1,0,4,8,3,10
6660,CLUJ_5_beta_12.1,2024-03-08,0,1,4,8,3,10
6661,CLUJ_5_beta_12.2,2024-03-08,1,0,4,8,3,10
6662,CLUJ_5_beta_12.3,2024-03-08,1,1,4,8,3,10
6663,CLUJ_5_beta_12.4,2024-03-08,0,0,4,8,3,10
6664,CLUJ_5_beta_13.1,2024-03-08,1,1,4,8,3,10
6665,CLUJ_5_beta_13.2,2024-03-08,0,1,4,8,3,10
6666,CLUJ_5_beta_13.3,2024-03-08,1,1,4,8,3,10
6667,CLUJ_5_beta_13.4,2024-03-08,0,1,4,8,3,10
6668,CLUJ_5_beta_14.1,2024-03-08,0,0,4,8,3,10
6669,CLUJ_5_beta_14.2,2024-03-08,0,0,4,8,3,10
6670,CLUJ_5_beta_14.3,2024-03-08,0,1,4,8,3,10
6671,CLUJ_5_beta_14.4,2024-03-08,1,0,4,8,3,10
6672,CLUJ_5_beta_15.1,2024-03-08,0,0,4,8,3,10
6673,CLUJ_5_beta_15.2,2024-03-08,1,0,4,8,3,10
6674,CLUJ_5_beta_15.3,2024-03-08,0,0,4,8,3,10
6675,CLUJ_5_beta_15.4,2024-03-08,0,0,4,8,3,10
6676,CLUJ_5_beta_16.1,2024-03-08,1,1,4,8,3,10
6677,CLUJ_5_beta_16.2,2024-03-08,1,0,4,8,3,10
6678,CLUJ_5_beta_16.3,2024-03-08,0,1,4,8,3,10
6679,CLUJ_5_beta_16.4,2024-03-08,0,1,4,8,3,10
6680,CLUJ_5_beta_17.1,2024-03-08,1,0,4,8,3,10
6681,CLUJ_5_beta_17.2,2024-03-08,1,0,4,8,3,10
6682,CLUJ_5_beta_17.3,2024-03-08,1,1,4,8,3,10
6683,CLUJ_5_beta_17.4,2024-03-08,1,0,4,8,3,10
6684,CLUJ_5_beta_18.1,2024-03-08,1,1,4,8,3,10
6685,CLUJ_5_beta_18.2,2024-03-08,1,1,4,8,3,10
6686,CLUJ_5_beta_18.3,2024-03-08,0,0,4,8,3,10
6687,CLUJ_5_beta_18.4,2024-03-08,0,0,4,8,3,10
6688,CLUJ_5_beta_18.5,2024-03-08,1,0,4,8,3,10
6689,CLUJ_5_beta_19.1,2024-03-08,1,1,4,8,3,10
6690,CLUJ_5_beta_19.2,2024-03-08,1,0,4,8,3,10
6691,CLUJ_5_beta_19.3,2024-03-08,0,0,4,8,3,10
6692,CLUJ_5_beta_19.4,2024-03-08,1,1,4,8,3,10
6693,CLUJ_5_beta_19.5,2024-03-08,0,1,4,8,3,10
6694,CLUJ_5_beta_19.6,2024-03-08,1,1,4,8,3,10
6695,CLUJ_5_beta_20.1,2024-03-08,0,0,4,8,3,10
6696,CLUJ_5_beta_20.2,2024-03-08,0,1,4,8,3,10
6697,CLUJ_5_beta_20.3,2024-03-08,1,1,4,8,3,10
6698,CLUJ_5_beta_20.4,2024-03-08,1,0,4,8,3,10
6699,CLUJ_5_beta_21.1,2024-03-08,0,1,4,8,3,10
6700,CLUJ_5_beta_21.2,2024-03-08,1,0,4,8,3,10
6701,CLUJ_5_beta_21.3,2024-03-08,0,0,4,8,3,10
6702,CLUJ_5_beta_21.4,2024-03-08,0,1,4,8,3,10
6703,CLUJ_5_beta_22.1,2024-03-08,1,0,4,8,3,10
6704,CLUJ_5_beta_22.2,2024-03-08,1,1,4,8,3,10
6705,CLUJ_5_beta_22.3,2024-03-08,0,1,4,8,3,10
6706,CLUJ_5_beta_22.4,2024-03-08,1,1,4,8,3,10
6707,CLUJ_5_beta_23.1,2024-03-08,1,1,4,8,3,10
6708,CLUJ_5_beta_23.2,2024-03-08,0,1,4,8,3,10
6709,CLUJ_5_beta_23.3,2024-03-08,0,0,4,8,3,10
6710,CLUJ_5_beta_23.4,2024-03-08,1,1,4,8,3,10
6711,CLUJ_5_beta_24.1,2024-03-08,0,1,4,8,3,10
6712,CLUJ_5_beta_24.2,2024-03-08,1,0,4,8,3,10
6713,CLUJ_5_beta_24.3,2024-03-08,0,1,4,8,3,10
6714,CLUJ_5_beta_24.4,2024-03-08,1,1,4,8,3,10
6715,CLUJ_5_beta_25.1,2024-03-08,0,0,4,8,3,10
6716,CLUJ_5_beta_25.2,2024-03-08,0,0,4,8,3,10
6717,CLUJ_5_beta_25.3,2024-03-08,1,1,4,8,3,10
6718,CLUJ_5_beta_25.4,2024-03-08,1,0,4,8,3,10
6719,CLUJ_5_beta_26.1,2024-03-08,0,0,4,8,3,10
6720,CLUJ_5_beta_26.2,2024-03-08,1,0,4,8,3,10
6721,CLUJ_5_beta_26.3,2024-03-08,1,0,4,8,3,10
6722,CLUJ_5_beta_26.4,2024-03-08,1,1,4,8,3,10
6723,CLUJ_5_beta_27.1,2024-03-08,1,1,4,8,3,10
6724,CLUJ_5_beta_27.2,2024-03-08,1,0,4,8,3,10
6725,CLUJ_5_beta_27.3,2024-03-08,1,0,4,8,3,10
6726,CLUJ_5_beta_27.4,2024-03-08,0,0,4,8,3,10
6727,CLUJ_5_beta_28.1,2024-03-08,0,1,4,8,3,10
6728,CLUJ_5_beta_28.2,2024-03-08,0,1,4,8,3,10
6729,CLUJ_5_beta_28.3,2024-03-08,1,0,4,8,3,10
6730,CLUJ_5_beta_28.4,2024-03-08,1,0,4,8,3,10
6731,CLUJ_5_beta_29.1,2024-03-08,1,0,4,8,3,10
6732,CLUJ_5_beta_29.2,2024-03-08,1,0,4,8,3,10
6733,CLUJ_5_beta_29.3,2024-03-08,0,0,4,8,3,10
6734,CLUJ_5_beta_29.4,2024-03-08,0,1,4,8,3,10
6735,CLUJ_5_beta_30.1,2024-03-08,1,0,4,8,3,10
6736,CLUJ_5_beta_30.2,2024-03-08,0,1,4,8,3,10
6737,CLUJ_5_beta_30.3,2024-03-08,1,0,4,8,3,10
6738,CLUJ_5_beta_30.4,2024-03-08,1,0,4,8,3,10
6739,CLUJ_5_beta_31.1,2024-03-08,1,1,4,8,3,10
6740,CLUJ_5_beta_31.2,2024-03-08,0,0,4,8,3,10
6741,CLUJ_5_beta_31.3,2024-03-08,1,1,4,8,3,10
6742,CLUJ_5_beta_31.4,2024-03-08,0,0,4,8,3,10
6743,CLUJ_5_beta_32.1,2024-03-08,1,0,4,8,3,10
6744,CLUJ_5_beta_32.2,2024-03-08,1,0,4,8,3,10
6745,CLUJ_5_beta_32.3,2024-03-08,1,1,4,8,3,10
6746,CLUJ_5_beta_32.4,2024-03-08,1,0,4,8,3,10
6747,CLUJ_5_beta_33.1,2024-03-08,0,0,4,8,3,10
6748,CLUJ_5_beta_33.2,2024-03-08,0,1,4,8,3,10
6749,CLUJ_5_beta_33.3,2024-03-08,0,1,4,8,3,10
6750,CLUJ_5_beta_33.4,2024-03-08,0,0,4,8,3,10
6751,CLUJ_5_beta_1.1,2024-03-11,0,0,0,11,3,11
6752,CLUJ_5_beta_1.2,2024-03-11,0,0,0,11,3,11
6753,CLUJ_5_beta_1.3,2024-03-11,1,0,0,11,3,11
6754,CLUJ_5_beta_1.4,2024-03-11,1,0,0,11,3,11
6755,CLUJ_5_beta_2.1,2024-03-11,0,1,0,11,3,11
6756,CLUJ_5_beta_2.2,2024-03-11,0,1,0,11,3,11
6757,CLUJ_5_beta_2.3,2024-03-11,1,1,0,11,3,11
6758,CLUJ_5_beta_2.4,2024-03-11,1,0,0,11,3,11
6759,CLUJ_5_beta_3.1,2024-03-11,1,0,0,11,3,11
6760,CLUJ_5_beta_3.2,2024-03-11,1,0,0,11,3,11
6761,CLUJ_5_beta_3.3,2024-03-11,0,1,0,11,3,11
6762,CLUJ_5_beta_3.4,2024-03-11,0,1,0,11,3,11
6763,CLUJ_5_beta_4.1,2024-03-11,1,0,0,11,3,11
6764,CLUJ_5_beta_4.2,2024-03-11,1,0,0,11,3,11
6765,CLUJ_5_beta_4.3,2024-03-11,0,0,0,11,3,11
6766,CLUJ_5_beta_4.4,2024-03-11,1,0,0,11,3,11
6767,CLUJ_5_beta_5.1,2024-03-11,1,0,0,11,3,11
6768,CLUJ_5_beta_5.2,2024-03-11,0,1,0,11,3,11
6769,CLUJ_5_beta_5.3,2024-03-11,1,1,0,11,3,11
6770,CLUJ_5_beta_5.4,2024-03-11,0,0,0,11,3,11
6771,CLUJ_5_beta_6.1,2024-03-11,1,0,0,11,3,11
6772,CLUJ_5_beta_6.2,2024-03-11,0,1,0,11,3,11
6773,CLUJ_5_beta_6.3,2024-03-11,0,0,0,11,3,11
6774,CLUJ_5_beta_6.4,2024-03-11,1,1,0,11,3,11
6775,CLUJ_5_beta_7.1,2024-03-11,0,0,0,11,3,11
6776,CLUJ_5_beta_7.2,2024-03-11,0,0,0,11,3,11
6777,CLUJ_5_beta_7.3,2024-03-11,0,1,0,11,3,11
6778,CLUJ_5_beta_7.4,2024-03-11,0,1,0,11,3,11
6779,CLUJ_5_beta_8.1,2024-03-11,0,1,0,11,3,11
6780,CLUJ_5_beta_8.2,2024-03-11,1,0,0,11,3,11
6781,CLUJ_5_beta_8.3,2024-03-11,0,1,0,11,3,11
6782,CLUJ_5_beta_8.4,2024-03-11,1,1,0,11,3,11
6783,CLUJ_5_beta_9.1,2024-03-11,0,0,0,11,3,11
6784,CLUJ_5_beta_9.2,2024-03-11,0,1,0,11,3,11
6785,CLUJ_5_beta_9.3,2024-03-11,0,0,0,11,3,11
6786,CLUJ_5_beta_9.4,2024-03-11,1,0,0,11,3,11
6787,CLUJ_5_beta_10.1,2024-03-11,1,1,0,11,3,11
6788,CLUJ_5_beta_10.2,2024-03-11,1,1,0,11,3,11
6789,CLUJ_5_beta_10.3,2024-03-11,1,0,0,11,3,11
6790,CLUJ_5_beta_10.4,2024-03-11,0,0,0,11,3,11
6791,CLUJ_5_beta_11.1,2024-03-11,0,1,0,11,3,11
6792,CLUJ_5_beta_11.2,2024-03-11,1,1,0,11,3,11
6793,CLUJ_5_beta_11.3,2024-03-11,1,1,0,11,3,11
6794,CLUJ_5_beta_11.4,2024-03-11,1,1,0,11,3,11
6795,CLUJ_5_beta_12.1,2024-03-11,0,1,0,11,3,11
6796,CLUJ_5_beta_12.2,2024-03-11,1,1,0,11,3,11
6797,CLUJ_5_beta_12.3,2024-03-11,1,0,0,11,3,11
6798,CLUJ_5_beta_12.4,2024-03-11,0,0,0,11,3,11
6799,CLUJ_5_beta_13.1,2024-03-11,1,1,0,11,3,11
6800,CLUJ_5_beta_13.2,2024-03-11,1,0,0,11,3,11
6801,CLUJ_5_beta_13.3,2024-03-11,0,1,0,11,3,11
6802,CLUJ_5_beta_13.4,2024-03-11,0,1,0,11,3,11
6803,CLUJ_5_beta_14.1,2024-03-11,1,0,0,11,3,11
6804,CLUJ_5_beta_14.2,2024-03-11,1,0,0,11,3,11
6805,CLUJ_5_beta_14.3,2024-03-11,1,1,0,11,3,11
6806,CLUJ_5_beta_14.4,2024-03-11,1,1,0,11,3,11
6807,CLUJ_5_beta_15.1,2024-03-11,1,1,0,11,3,11
6808,CLUJ_5_beta_15.2,2024-03-11,0,1,0,11,3,11
6809,CLUJ_5_beta_15.3,2024-03-11,0,0,0,11,3,11
6810,CLUJ_5_beta_15.4,2024-03-11,1,1,0,11,3,11
6811,CLUJ_5_beta_16.1,2024-03-11,0,0,0,11,3,11
6812,CLUJ_5_beta_16.2,2024-03-11,0,0,0,11,3,11
6813,CLUJ_5_beta_16.3,2024-03-11,1,1,0,11,3,11
6814,CLUJ_5_beta_16.4,2024-03-11,0,1,0,11,3,11
6815,CLUJ_5_beta_17.1,2024-03-11,0,0,0,11,3,11
6816,CLUJ_5_beta_17.2,2024-03-11,1,1,0,11,3,11
6817,CLUJ_5_beta_17.3,2024-03-11,1,1,0,11,3,11
6818,CLUJ_5_beta_17.4,2024-03-11,0,0,0,11,3,11
6819,CLUJ_5_beta_18.1,2024-03-11,0,1,0,11,3,11
6820,CLUJ_5_beta_18.2,2024-03-11,0,0,0,11,3,11
6821,CLUJ_5_beta_18.3,2024-03-11,1,0,0,11,3,11
6822,CLUJ_5_beta_18.4,2024-03-11,0,0,0,11,3,11
6823,CLUJ_5_beta_18.5,2024-03-11,0,1,0,11,3,11
6824,CLUJ_5_beta_19.1,2024-03-11,1,0,0,11,3,11
6825,CLUJ_5_beta_19.2,2024-03-11,0,1,0,11,3,11
6826,CLUJ_5_beta_19.3,2024-03-11,1,1,0,11,3,11
6827,CLUJ_5_beta_19.4,2024-03-11,0,1,0,11,3,11
6828,CLUJ_5_beta_19.5,2024-03-11,1,0,0,11,3,11
6829,CLUJ_5_beta_19.6,2024-03-11,1,1,0,11,3,11
6830,CLUJ_5_beta_20.1,2024-03-11,0,1,0,11,3,11
6831,CLUJ_5_beta_20.2,2024-03-11,0,1,0,11,3,11
6832,CLUJ_5_beta_20.3,2024-03-11,1,0,0,11,3,11
6833,CLUJ_5_beta_20.4,2024-03-11,1,1,0,11,3,11
6834,CLUJ_5_beta_21.1,2024-03-11,1,0,0,11,3,11
6835,CLUJ_5_beta_21.2,2024-03-11,0,1,0,11,3,11
6836,CLUJ_5_beta_21.3,2024-03-11,0,1,0,11,3,11
6837,CLUJ_5_beta_21.4,2024-03-11,0,1,0,11,3,11
6838,CLUJ_5_beta_22.1,2024-03-11,0,1,0,11,3,11
6839,CLUJ_5_beta_22.2,2024-03-11,0,0,0,11,3,11
6840,CLUJ_5_beta_22.3,2024-03-11,1,0,0,11,3,11
6841,CLUJ_5_beta_22.4,2024-03-11,0,1,0,11,3,11
6842,CLUJ_5_beta_23.1,2024-03-11,0,1,0,11,3,11
6843,CLUJ_5_beta_23.2,2024-03-11,1,1,0,11,3,11
6844,CLUJ_5_beta_23.3,2024-03-11,0,0,0,11,3,11
6845,CLUJ_5_beta_23.4,2024-03-11,1,1,0,11,3,11
6846,CLUJ_5_beta_24.1,2024-03-11,1,1,0,11,3,11
6847,CLUJ_5_beta_24.2,2024-03-11,0,0,0,11,3,11
6848,CLUJ_5_beta_24.3,2024-03-11,0,0,0,11,3,11
6849,CLUJ_5_beta_24.4,2024-03-11,0,0,0,11,3,11
6850,CLUJ_5_beta_25.1,2024-03-11,0,1,0,11,3,11
6851,CLUJ_5_beta_25.2,2024-03-11,1,0,0,11,3,11
6852,CLUJ_5_beta_25.3,2024-03-11,0,1,0,11,3,11
6853,CLUJ_5_beta_25.4,2024-03-11,1,0,0,11,3,11
6854,CLUJ_5_beta_26.1,2024-03-11,0,0,0,11,3,11
6855,CLUJ_5_beta_26.2,2024-03-11,1,1,0,11,3,11
6856,CLUJ_5_beta_26.3,2024-03-11,0,0,0,11,3,11
6857,CLUJ_5_beta_26.4,2024-03-11,1,1,0,11,3,11
6858,CLUJ_5_beta_27.1,2024-03-11,1,1,0,11,3,11
6859,CLUJ_5_beta_27.2,2024-03-11,1,1,0,11,3,11
6860,CLUJ_5_beta_27.3,2024-03-11,0,1,0,11,3,11
6861,CLUJ_5_beta_27.4,2024-03-11,0,0,0,11,3,11
6862,CLUJ_5_beta_28.1,2024-03-11,1,0,0,11,3,11
6863,CLUJ_5_beta_28.2,2024-03-11,0,0,0,11,3,11
6864,CLUJ_5_beta_28.3,2024-03-11,0,1,0,11,3,11
6865,CLUJ_5_beta_28.4,2024-03-11,1,0,0,11,3,11
6866,CLUJ_5_beta_29.1,2024-03-11,1,1,0,11,3,11
6867,CLUJ_5_beta_29.2,2024-03-11,0,0,0,11,3,11
6868,CLUJ_5_beta_29.3,2024-03-11,1,1,0,11,3,11
6869,CLUJ_5_beta_29.4,2024-03-11,0,0,0,11,3,11
6870,CLUJ_5_beta_30.1,2024-03-11,0,0,0,11,3,11
6871,CLUJ_5_beta_30.2,2024-03-11,0,1,0,11,3,11
6872,CLUJ_5_beta_30.3,2024-03-11,0,0,0,11,3,11
6873,CLUJ_5_beta_30.4,2024-03-11,0,0,0,11,3,11
6874,CLUJ_5_beta_31.1,2024-03-11,1,1,0,11,3,11
6875,CLUJ_5_beta_31.2,2024-03-11,0,1,0,11,3,11
6876,CLUJ_5_beta_31.3,2024-03-11,0,1,0,11,3,11
6877,CLUJ_5_beta_31.4,2024-03-11,0,1,0,11,3,11
6878,CLUJ_5_beta_32.1,2024-03-11,1,0,0,11,3,11
6879,CLUJ_5_beta_32.2,2024-03-11,0,0,0,11,3,11
6880,CLUJ_5_beta_32.3,2024-03-11,0,0,0,11,3,11
6881,CLUJ_5_beta_32.4,2024-03-11,0,0,0,11,3,11
6882,CLUJ_5_beta_33.1,2024-03-11,1,0,0,11,3,11
6883,CLUJ_5_beta_33.2,2024-03-11,1,0,0,11,3,11
6884,CLUJ_5_beta_33.3,2024-03-11,0,1,0,11,3,11
6885,CLUJ_5_beta_33.4,2024-03-11,1,1,0,11,3,11
6886,CLUJ_5_beta_1.1,2024-03-12,1,1,1,12,3,11
6887,CLUJ_5_beta_1.2,2024-03-12,1,1,1,12,3,11
6888,CLUJ_5_beta_1.3,2024-03-12,0,0,1,12,3,11
6889,CLUJ_5_beta_1.4,2024-03-12,1,1,1,12,3,11
6890,CLUJ_5_beta_2.1,2024-03-12,0,0,1,12,3,11
6891,CLUJ_5_beta_2.2,2024-03-12,0,0,1,12,3,11
6892,CLUJ_5_beta_2.3,2024-03-12,1,1,1,12,3,11
6893,CLUJ_5_beta_2.4,2024-03-12,0,1,1,12,3,11
6894,CLUJ_5_beta_3.1,2024-03-12,0,1,1,12,3,11
6895,CLUJ_5_beta_3.2,2024-03-12,0,0,1,12,3,11
6896,CLUJ_5_beta_3.3,2024-03-12,0,1,1,12,3,11
6897,CLUJ_5_beta_3.4,2024-03-12,1,1,1,12,3,11
6898,CLUJ_5_beta_4.1,2024-03-12,1,0,1,12,3,11
6899,CLUJ_5_beta_4.2,2024-03-12,0,0,1,12,3,11
6900,CLUJ_5_beta_4.3,2024-03-12,0,1,1,12,3,11
6901,CLUJ_5_beta_4.4,2024-03-12,1,1,1,12,3,11
6902,CLUJ_5_beta_5.1,2024-03-12,1,0,1,12,3,11
6903,CLUJ_5_beta_5.2,2024-03-12,1,0,1,12,3,11
6904,CLUJ_5_beta_5.3,2024-03-12,0,1,1,12,3,11
6905,CLUJ_5_beta_5.4,2024-03-12,0,0,1,12,3,11
6906,CLUJ_5_beta_6.1,2024-03-12,0,0,1,12,3,11
6907,CLUJ_5_beta_6.2,2024-03-12,0,1,1,12,3,11
6908,CLUJ_5_beta_6.3,2024-03-12,1,1,1,12,3,11
6909,CLUJ_5_beta_6.4,2024-03-12,1,1,1,12,3,11
6910,CLUJ_5_beta_7.1,2024-03-12,1,1,1,12,3,11
6911,CLUJ_5_beta_7.2,2024-03-12,0,1,1,12,3,11
6912,CLUJ_5_beta_7.3,2024-03-12,0,0,1,12,3,11
6913,CLUJ_5_beta_7.4,2024-03-12,1,1,1,12,3,11
6914,CLUJ_5_beta_8.1,2024-03-12,0,1,1,12,3,11
6915,CLUJ_5_beta_8.2,2024-03-12,0,1,1,12,3,11
6916,CLUJ_5_beta_8.3,2024-03-12,1,0,1,12,3,11
6917,CLUJ_5_beta_8.4,2024-03-12,0,1,1,12,3,11
6918,CLUJ_5_beta_9.1,2024-03-12,0,1,1,12,3,11
6919,CLUJ_5_beta_9.2,2024-03-12,1,0,1,12,3,11
6920,CLUJ_5_beta_9.3,2024-03-12,1,0,1,12,3,11
6921,CLUJ_5_beta_9.4,2024-03-12,1,1,1,12,3,11
6922,CLUJ_5_beta_10.1,2024-03-12,1,1,1,12,3,11
6923,CLUJ_5_beta_10.2,2024-03-12,1,1,1,12,3,11
6924,CLUJ_5_beta_10.3,2024-03-12,0,1,1,12,3,11
6925,CLUJ_5_beta_10.4,2024-03-12,1,0,1,12,3,11
6926,CLUJ_5_beta_11.1,2024-03-12,0,0,1,12,3,11
6927,CLUJ_5_beta_11.2,2024-03-12,1,1,1,12,3,11
6928,CLUJ_5_beta_11.3,2024-03-12,0,1,1,12,3,11
6929,CLUJ_5_beta_11.4,2024-03-12,0,1,1,12,3,11
6930,CLUJ_5_beta_12.1,2024-03-12,0,0,1,12,3,11
6931,CLUJ_5_beta_12.2,2024-03-12,1,0,1,12,3,11
6932,CLUJ_5_beta_12.3,2024-03-12,1,1,1,12,3,11
6933,CLUJ_5_beta_12.4,2024-03-12,1,0,1,12,3,11
6934,CLUJ_5_beta_13.1,2024-03-12,0,0,1,12,3,11
6935,CLUJ_5_beta_13.2,2024-03-12,0,0,1,12,3,11
6936,CLUJ_5_beta_13.3,2024-03-12,1,0,1,12,3,11
6937,CLUJ_5_beta_13.4,2024-03-12,0,0,1,12,3,11
6938,CLUJ_5_beta_14.1,2024-03-12,1,0,1,12,3,11
6939,CLUJ_5_beta_14.2,2024-03-12,1,1,1,12,3,11
6940,CLUJ_5_beta_14.3,2024-03-12,0,1,1,12,3,11
6941,CLUJ_5_beta_14.4,2024-03-12,1,1,1,12,3,11
6942,CLUJ_5_beta_15.1,2024-03-12,1,1,1,12,3,11
6943,CLUJ_5_beta_15.2,2024-03-12,0,0,1,12,3,11
6944,CLUJ_5_beta_15.3,2024-03-12,0,1,1,12,3,11
6945,CLUJ_5_beta_15.4,2024-03-12,1,0,1,12,3,11
6946,CLUJ_5_beta_16.1,2024-03-12,0,1,1,12,3,11
6947,CLUJ_5_beta_16.2,2024-03-12,0,1,1,12,3,11
6948,CLUJ_5_beta_16.3,2024-03-12,0,1,1,12,3,11
6949,CLUJ_5_beta_16.4,2024-03-12,0,0,1,12,3,11
6950,CLUJ_5_beta_17.1,2024-03-12,0,1,1,12,3,11
6951,CLUJ_5_beta_17.2,2024-03-12,0,0,1,12,3,11
6952,CLUJ_5_beta_17.3,2024-03-12,1,1,1,12,3,11
6953,CLUJ_5_beta_17.4,2024-03-12,0,0,1,12,3,11
6954,CLUJ_5_beta_18.1,2024-03-12,0,0,1,12,3,11
6955,CLUJ_5_beta_18.2,2024-03-12,0,0,1,12,3,11
6956,CLUJ_5_beta_18.3,2024-03-12,0,0,1,12,3,11
6957,CLUJ_5_beta_18.4,2024-03-12,1,1,1,12,3,11
6958,CLUJ_5_beta_18.5,2024-03-12,0,1,1,12,3,11
6959,CLUJ_5_beta_19.1,2024-03-12,1,0,1,12,3,11
6960,CLUJ_5_beta_19.2,2024-03-12,0,1,1,12,3,11
6961,CLUJ_5_beta_19.3,2024-03-12,1,0,1,12,3,11
6962,CLUJ_5_beta_19.4,2024-03-12,0,1,1,12,3,11
6963,CLUJ_5_beta_19.5,2024-03-12,1,1,1,12,3,11
6964,CLUJ_5_beta_19.6,2024-03-12,1,0,1,12,3,11
6965,CLUJ_5_beta_20.1,2024-03-12,0,0,1,12,3,11
6966,CLUJ_5_beta_20.2,2024-03-12,1,1,1,12,3,11
6967,CLUJ_5_beta_20.3,2024-03-12,1,0,1,12,3,11
6968,CLUJ_5_beta_20.4,2024-03-12,0,0,1,12,3,11
6969,CLUJ_5_beta_21.1,2024-03-12,0,1,1,12,3,11
6970,CLUJ_5_beta_21.2,2024-03-12,0,1,1,12,3,11
6971,CLUJ_5_beta_21.3,2024-03-12,1,1,1,12,3,11
6972,CLUJ_5_beta_21.4,2024-03-12,1,1,1,12,3,11
6973,CLUJ_5_beta_22.1,2024-03-12,0,0,1,12,3,11
6974,CLUJ_5_beta_22.2,2024-03-12,1,1,1,12,3,11
6975,CLUJ_5_beta_22.3,2024-03-12,1,1,1,12,3,11
6976,CLUJ_5_beta_22.4,2024-03-12,1,0,1,12,3,11
6977,CLUJ_5_beta_23.1,2024-03-12,0,1,1,12,3,11
6978,CLUJ_5_beta_23.2,2024-03-12,1,1,1,12,3,11
6979,CLUJ_5_beta_23.3,2024-03-12,0,0,1,12,3,11
6980,CLUJ_5_beta_23.4,2024-03-12,0,0,1,12,3,11
6981,CLUJ_5_beta_24.1,2024-03-12,0,0,1,12,3,11
6982,CLUJ_5_beta_24.2,2024-03-12,0,1,1,12,3,11
6983,CLUJ_5_beta_24.3,2024-03-12,0,1,1,12,3,11
6984,CLUJ_5_beta_24.4,2024-03-12,1,0,1,12,3,11
6985,CLUJ_5_beta_25.1,2024-03-12,1,0,1,12,3,11
6986,CLUJ_5_beta_25.2,2024-03-12,1,0,1,12,3,11
